pathway	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	Description
PWY0-1298	7726.707	13394.9744	12891.9869	19990.0472	29516.4559	17384.7349	11221.1376	13797.3794	19994.9133	13746.7236	6191.3712	14993.9683	8484.8626	13109.6781	25096.73	10562.8121	7654.3738	18443.8365	21402.6358	7663.9738	20158.6988	17491.88	16232.9724	19268.8013	17661.0585	18601.4509	9402.9986	18630.696	34180.8215	35192.5366	17626.9387	26372.0278	24214.1569	27176.1765	13293.3192	12298.111	9089.0429	3482.1271	5268.4969	14617.6787	5306.0171	15731.4305	4874.1942	14614.9108	11606.1609	5477.8114	3145.9283	880.4659	11125.0994	10673.9387	9024.8373	36106.2049	14312.1773	23695.995	14015.6111	3095.5395	11809.1725	13167.9629	19046.7354	6259.1086	23583.6803	17929.0603	15127.8693	12217.9869	11458.3404	21701.8783	12008.8647	34824.7451	6471.6517	13377.649	17273.4113	16339.4282	4373.5735	16344.2807	4064.4755	15219.454	5653.6851	8983.4323	4512.576	8841.6399	23575.2682	10810.826	23071.3315	20022.0647	30063.4861	25134.7716	22562.9011	24661.7547	14017.3001	20733.4147	26437.1052	15669.3145	24994.6685	5063.0664	12550.2171	23382.3844	19354.3134	11284.6536	4411.3029	1939.0521	15711.7833	31518.9658	17068.9174	20162.1784	21583.0086	16441.5243	24543.1406	18467.608	15520.1633	14306.3571	14258.3519	17449.1704	12701.2391	30290.6153	17969.0528	13037.7975	18049.9667	31097.7537	18400.3295	10881.4972	15585.1464	15482.6052	20326.5034	16802.1136	13534.4203	19263.1652	17319.7234	11773.551	15620.2176	9809.5833	27796.8373	22327.2873	13047.716	11030.2347	31503.2849	11422.8701	9953.4682	13399.3222	14063.9135	22111.41	9411.9831	11026.1381	28958.9173	37291.6923	17728.847	17816.7876	29564.722	11347.7041	28828.4689	15746.2877	13933.2562	14929.435	9294.009	27060.1964	17990.9955	13003.1895	23783.5646	18059.248	11267.2342	22591.5739	29163.6855	10471.2435	9140.0046	13658.4603	17104.7689	1583.3174	9677.584	12147.8428	11314.986	21164.0353	12135.343	superpathway of pyrimidine deoxyribonucleosides degradation
PWY0-1319	13472.7174	17030.3766	20552.5065	27656.5421	36027.4001	25127.4168	16459.6886	28386.2892	26052.9723	28122.0144	14734.5318	23488.7151	17467.2751	29562.3989	28162.6259	25117.4873	29181.1826	31132.5345	32496.2611	24515.5713	28727.431	30361.1998	26170.8244	27555.282	31263.7198	28648.5264	15551.0026	38554.2705	38044.5041	39676.951	28638.0562	33138.436	31951.4332	41242.207	17392.6236	19364.9797	15261.9493	16168.3295	14612.3632	25185.1868	15439.3711	20937.6684	17875.927	17770.4493	22786.8788	18536.8794	16351.5817	16916.1081	28974.0736	26954.3692	30488.3714	33265.035	34047.7369	30061.0931	23211.2089	39537.205	26295.4526	21391.8073	25019.8308	19143.4705	31457.2123	44737.9695	31229.1062	27672.0823	25886.6468	28474.7959	31233.7804	39747.7876	23531.2318	21630.9629	23096.7705	26222.5928	22005.797	26495.0737	17358.3265	25841.4415	17084.3216	26732.8106	21680.5327	24177.2294	35142.9936	21447.75	36895.9562	42004.4787	32938.2587	34012.5022	31419.7434	29266.0026	31528.083	30605.5585	34098.8747	31115.0115	33614.5314	33913.6786	40460.4434	29302.6499	32693.9586	27024.1195	37349.6316	24696.4325	24039.5499	46930.2946	31960.8289	24445.955	26141.6916	27583.4324	29631.0329	24731.6934	22361.9549	21774.8054	26983.6645	28806.5076	16714.8433	48783.0163	28966.3341	28751.1276	30167.0524	45792.9398	27744.5114	20676.0871	21141.2486	23825.9456	31742.8765	26413.6383	21023.0556	26304.3311	22167.096	19284.9049	19434.5562	23609.2755	39481.4449	25364.0073	26242.6138	22204.5453	43224.1145	19671.7264	16683.967	20486.5922	19831.3376	25704.1391	16744.2174	17621.4918	47403.8197	44474.7682	29719.1313	26441.0765	35507.9593	21982.6847	32064.6312	25056.1633	31965.3009	23714.4231	23319.792	28293.8936	31088.5758	20399.558	37079.9347	24844.3112	20305.2622	29778.1439	29702.9194	18982.4772	21607.5089	20086.2347	29109.8676	17394.6277	15475.1476	16589.582	23612.0448	28996.8586	19222.4156	CDP-diacylglycerol biosynthesis II
PWY0-1338	264.9446	7873.8408	12.1118	3947.7869	725.8975	2636.3609	219.7972	826.3883	7231.1606	6318.7565	356.7146	3088.8617	155.6571	6035.8943	9819.3731	180.3902	546.5476	9146.7336	24.0	145.4828	4465.9172	8361.5052	1498.1727	9744.9662	2344.5125	10316.2019	0.0	6563.0162	22708.1866	21148.3456	740.5619	2031.4435	10651.8308	19051.1049	1450.214	2960.0688	128.5441	0.0	961.5899	404.7226	24.297	183.2715	282.1578	8.7211	6715.5585	4318.5174	64.8763	11.0245	713.53	24.6301	3247.4788	24180.0	78.6965	114.968	222.0957	826.3683	1353.1417	286.8341	422.4417	170.4624	9841.3484	45.5815	7050.1944	252.0316	246.0951	141.3339	883.287	13967.7846	1536.0897	147.2188	822.3446	6297.3075	16.299	12792.5683	14.0	529.989	188.5149	5592.0942	548.9338	822.2441	1585.946	28.3377	3520.8405	12321.9207	22662.6755	1758.6623	936.9315	2093.4954	7499.1417	12334.9715	3110.5548	279.9607	8799.9746	4316.5468	6129.3327	13210.0779	8380.1742	5826.9447	817.3799	117.3844	590.6268	20005.4461	340.6538	6119.5913	11.206	2469.5504	5522.2487	34.0755	24.2898	141.734	690.0398	4288.1963	260.2451	24972.3624	458.0005	122.5035	7736.7666	26231.778	3799.0598	3340.3016	0.0	980.0738	11205.9203	1132.2993	57.5056	13221.8251	51.213	0.0	199.3086	166.2931	941.3036	6314.6393	576.3264	97.6608	29274.5941	650.5211	3013.7366	675.5831	174.7463	18086.7747	344.5617	199.1242	22636.6276	1417.9066	214.9956	1393.9031	8918.1934	4009.5053	23997.4536	90.1638	396.9481	725.2326	2349.7542	9306.9696	254.028	93.5909	13396.1931	52.6775	191.9653	4544.5194	20278.9557	262.6635	8.6634	283.2834	13845.0477	42.9447	139.3531	19.9186	45.8764	2744.0722	1440.8935	polymyxin resistance
PWY0-1415	391.7299	7347.107	34.3915	5071.7924	1069.4702	3598.8709	307.3077	1686.3489	9705.999	8425.8802	520.4753	4080.6682	205.9769	7486.2936	12477.8121	374.7099	1060.4273	11358.6139	332.686	367.2631	8805.3484	10661.306	2235.5349	12868.7311	3647.117	12590.8998	96.6783	8485.3892	25964.0114	24563.9426	1614.5819	2720.1156	14095.2863	22691.796	2012.6134	4021.6996	185.9909	62.1012	1192.8577	605.2301	25.3746	230.6987	416.9815	72.3502	7818.8602	5184.5636	108.2794	41.6821	1095.8274	55.161	4200.2951	28326.5607	706.361	670.1489	330.1227	1132.5659	1826.0627	406.5733	630.5286	498.9183	12102.1406	328.2942	8674.9671	391.4531	354.4983	274.3549	1648.3291	17868.7861	2013.7546	304.0097	1130.7367	8518.0822	96.0825	12820.6583	48.9771	691.7181	298.3415	6853.5504	827.013	1387.5185	2302.0072	184.07	6604.4578	15163.6307	19239.3296	2602.5379	1047.6034	2241.9552	8993.6923	15009.843	3865.1452	422.1913	11735.6026	5233.8209	8058.6216	16301.2477	11071.297	7000.482	1225.604	220.3355	935.6107	23022.067	584.3518	7450.6	41.4821	3217.6423	7068.1589	391.5695	633.9984	355.5064	1187.0687	5474.45	398.6544	28522.2389	934.225	369.5625	9384.2227	29912.7617	4898.7362	4204.6532	0.0	1441.455	14290.4931	1619.7512	114.3526	13672.0927	285.0941	11.4927	860.6678	306.1418	1200.6727	7838.9098	767.3941	164.7188	33370.4234	1009.2557	3642.1149	908.6041	260.7583	20266.7221	460.8437	369.1913	28121.0179	1950.4373	2046.3442	1907.3289	10768.681	5292.1202	26506.5704	236.7594	966.9537	972.9848	3073.4038	11988.7691	1050.4607	758.4945	15936.2855	237.9534	247.7631	5653.0276	22629.2963	667.7938	18.0289	571.7751	16216.125	85.3659	252.4898	70.4584	911.2751	3654.4592	1947.9624	superpathway of heme biosynthesis from uroporphyrinogen-III
PWY0-1479	1361.4166	8708.2909	165.2023	7176.508	1911.7574	7136.3647	1191.2579	5487.0164	10775.7021	16534.5907	1880.0016	5745.9222	570.8147	13225.7291	13333.8089	1000.4061	4840.0329	13277.5385	782.2721	713.987	12297.9631	13212.6019	4588.2556	14068.0504	6113.9009	17501.7065	337.7958	19395.9725	22953.207	18119.1201	4030.4452	4083.3446	15288.7185	23955.2789	3019.2701	5133.6877	999.9369	118.4692	4885.3999	2841.7317	343.9659	1544.806	2632.1079	75.0952	11278.5226	8603.7924	482.0646	107.3021	5220.9352	601.3589	11743.704	24864.7882	2545.3302	472.4699	1365.1236	6817.0254	6915.2802	2378.1525	2418.1016	1602.034	14424.6563	3596.7186	13386.8454	2382.5905	1319.323	1489.0825	7837.5928	18677.0409	7827.9787	868.4355	2143.0757	11205.4843	3046.3876	16645.6822	469.6542	2313.2241	1631.7968	10855.3329	5632.0773	5738.9716	4582.1869	1424.899	10569.6097	20921.1747	19516.7009	4437.6426	3620.0838	4371.2487	15417.7398	15337.1765	7474.6901	1796.5572	13879.9997	9889.5346	13647.42	15077.5259	12896.4613	12530.7138	2299.0778	1485.8539	1505.5571	23925.2457	1002.3377	9195.2486	85.9626	4788.7969	9649.2439	290.0264	993.5282	579.5752	3926.0772	8277.5556	690.3839	28209.2043	6493.8598	2186.0277	11123.3564	28615.3339	7529.4349	10267.4722	23.0517	2622.3974	15374.6244	2544.0328	588.2154	12203.8618	342.7328	67.7467	1940.9899	700.0133	5682.3158	9762.6687	1366.1193	268.1656	30272.8288	1812.5512	5640.8138	2466.0121	1365.5041	16352.7339	1774.0725	541.4748	26854.7202	5367.5306	5688.1651	3144.687	13352.3901	8564.5518	6202.1295	842.3607	8855.4571	1732.0801	4523.751	12870.0434	1726.1826	1494.2303	17314.5166	259.1452	1008.3824	10845.3764	14461.7982	2576.0726	196.4514	1261.3229	19015.909	592.8938	392.1126	312.3772	3196.0584	5601.6345	3397.8134	tRNA processing
PWY0-1533	775.4749	8351.6253	17.4709	5022.7932	976.3605	3539.3339	1067.684	1137.9509	8919.6421	9190.3063	489.6113	3808.406	243.704	7162.7818	13165.6561	249.4856	846.3367	11994.1289	48.284	470.5312	5439.5746	11703.3391	2325.7693	11826.5865	3708.355	12379.0769	10.6503	8919.191	28358.8609	25839.6994	1304.4524	2350.453	13499.545	23896.3596	2311.2837	4151.4067	152.667	51.3629	1215.4767	603.0959	253.527	261.8067	479.6879	52.9859	8052.8522	6538.5836	228.8742	11.0769	967.3042	223.9083	3679.1491	31989.3841	182.6802	286.2652	333.9436	973.4966	3003.3869	424.8268	497.3237	292.8362	12904.2099	2646.7668	10393.5838	351.5086	388.2977	242.2002	1475.068	17772.3566	2544.9646	244.1125	1092.4841	8838.2759	30.2043	16025.9633	23.9342	1150.4373	282.7373	8961.6951	851.1199	1363.6899	2070.2497	215.9384	4881.9019	17811.6228	20915.3203	3928.5207	1137.2	2456.8098	8841.4825	13262.0871	4276.871	357.3449	11827.1173	7272.5825	9812.993	16897.9201	13360.225	8577.1012	1386.3994	177.9978	750.3079	24558.4565	994.7554	6779.217	31.7912	3155.191	6716.3996	158.3884	52.2509	305.6094	1275.8433	5216.3634	608.384	30793.3781	803.5009	285.9099	9267.0043	32113.3623	4917.9018	4093.172	44.9665	1497.0082	13590.4374	1489.1492	106.068	13072.4583	547.9398	28.5663	267.0927	240.7356	1179.4716	7952.3831	728.4572	194.2124	34963.7019	1169.888	4495.0908	1054.7938	545.6541	22225.2308	667.7651	400.3235	28061.319	1876.3261	437.1714	1864.2037	10140.5445	5899.331	29682.1316	476.8174	552.2991	1077.1896	2956.1032	12229.9651	498.7785	271.6855	16056.2632	786.8012	284.8059	5596.3077	24922.8654	434.4572	46.9693	638.845	16986.9056	56.7351	515.6904	79.3317	299.6412	3735.8798	1716.9053	methylphosphonate degradation I
PWY0-1586	11889.7351	13066.8751	15303.0398	13017.9643	3403.9518	19925.5613	10779.4442	26352.0825	21929.1308	24043.6881	12555.7422	17069.7483	9324.8309	33493.333	23850.3497	9649.3859	30833.3266	21116.8842	30923.0762	14051.2938	24736.5335	21884.3482	12295.0365	26519.9522	23332.3721	36417.2853	10434.5882	37256.7199	45297.8908	41920.9713	7812.5541	11015.5837	36014.3206	39121.5945	6450.2712	10092.2736	12581.1704	16591.7671	19381.3995	27752.1029	17066.9244	5271.8912	17659.3669	4187.5512	23995.7395	10125.5771	19082.7629	18270.5003	35437.1523	31758.9619	33615.6823	42358.5047	30127.305	10276.3519	16688.432	42111.8639	20478.3323	13289.5584	10088.4432	14980.7396	24827.9336	46260.4466	26643.0459	27933.0722	10668.7745	16291.9906	36372.7788	47863.0315	25028.3693	17508.6865	12230.5187	23579.561	8165.0605	19828.2085	16296.5507	16468.7064	18308.5836	10832.0831	20960.5178	17459.8907	17760.877	15541.0031	18451.0004	31443.7355	30031.9768	18607.5163	21513.3704	18406.5683	31574.7775	26484.2456	23732.3146	36131.0411	23392.4482	8848.623	15276.6219	27072.5513	30368.8854	24418.5466	6171.0719	25110.5762	17883.1332	36838.9783	22452.6345	21509.6829	7994.2993	22209.0911	12996.1438	9319.2468	11606.8405	7205.6735	21210.5468	20424.1127	6237.7122	49171.8558	23741.3983	25166.1455	21881.206	47653.5497	15900.7806	19812.9213	8580.826	9711.7479	26607.4946	17107.8116	9950.6068	32099.1184	7547.7463	12799.9655	11301.4926	9767.5157	17249.0881	16280.4064	21204.2916	10477.1951	48593.3599	10138.9465	12380.3327	10002.7401	9323.6945	32080.2101	12531.4143	9153.2092	43589.2645	14220.7919	20448.6447	12815.7426	23524.7943	14606.81	40345.0104	8904.2002	20736.4166	13786.3208	20816.7042	27690.5102	28177.6772	16915.8156	28892.595	13122.4156	13135.4327	29966.0597	34757.8456	16071.7765	20457.2452	9761.4908	31801.0042	20567.5381	10033.685	8900.5097	23440.3207	12963.4671	15556.5426	peptidoglycan maturation (meso-diaminopimelate containing)
PWY0-162	6053.9563	14983.8788	2485.6121	13786.434	5205.0808	14736.9331	4803.9859	18811.9476	16563.7139	23530.7644	15054.8925	11658.5454	14388.3464	17302.9991	23098.0698	18141.4905	25820.6265	21016.5827	29550.6494	22063.0412	24903.3987	23501.129	12338.198	22201.0395	20725.3987	24030.3102	5586.5949	23452.9035	35348.2242	34984.7233	13579.566	9005.0903	25270.9328	30448.5204	10061.7889	11374.7606	2092.8192	11879.533	6225.3037	8364.9302	11582.0248	1982.8302	12621.9246	4839.472	14314.2999	17169.312	6934.7951	8192.2805	14337.8826	3998.5926	22999.5211	32454.6467	14925.4348	3944.6551	5746.6534	4536.0501	18007.1922	4561.4684	6329.6949	9312.3857	25465.0782	17935.2876	22546.5761	5946.8853	23957.5395	5716.6145	16667.7914	25368.7332	15407.4141	6033.9663	5565.8472	17971.3679	19256.7336	27287.6788	7579.1387	9236.9242	11610.8934	28133.3133	11338.7061	21869.0238	20036.7524	18855.7501	33239.9073	41540.702	29120.1377	18374.954	7087.9773	14818.2416	21600.692	22839.0598	17642.6595	6188.7258	23180.1864	34051.4109	36143.6819	28528.4515	21479.8896	22838.7364	38949.0953	4290.4028	8593.9758	30474.3253	5443.3433	18028.9097	4250.8726	10018.1762	17128.2705	9458.0815	10476.9602	12406.9562	9362.8778	14079.1063	8514.4788	34827.8639	23281.3357	12286.1237	16983.1297	34553.6775	16011.8565	10180.9516	1399.6682	7622.2866	23204.6157	8296.7576	8177.1248	21695.9985	5176.3484	3626.1343	10197.9472	17748.1596	7294.0255	17800.5494	3200.5133	20222.4478	34857.2683	10564.5229	11993.1285	7195.9545	12062.5413	24588.652	7461.8188	4930.7119	34871.8389	11125.8145	19940.5922	9285.0923	22494.9593	19795.0701	31250.172	8310.6009	22894.8181	5566.6716	9994.5397	22257.9843	19387.2927	7550.0394	21532.2736	4675.7793	5451.7405	23613.4127	29380.4353	11369.3593	3361.2124	3830.5843	22677.312	16652.4253	4715.6583	2580.7188	11408.4999	12515.1873	8715.227	superpathway of pyrimidine ribonucleotides de novo biosynthesis
PWY0-166	5399.7293	12934.4097	2569.7682	11241.4002	3967.1037	12599.0671	4419.427	16615.9144	15263.1451	20948.6774	10252.3423	9848.7019	7789.0697	16056.3713	19906.3152	13981.803	22418.5367	18109.0162	29156.479	16150.5146	22014.5345	19025.8451	10497.7189	19373.5096	16943.5981	21595.1881	5087.552	21604.6846	30586.7221	31442.2855	9716.5317	7600.5296	21666.4688	27152.6305	7745.0941	9087.0985	2145.3294	10356.8752	6213.3182	7875.3307	10016.4352	1928.8764	11267.548	3892.8566	13330.7778	11852.5481	6826.4861	8344.3071	13673.3104	4049.6933	20155.9188	29212.6841	12449.953	3712.2909	5272.8023	4938.1516	14949.9003	4482.0335	5419.8581	8004.0775	21480.5344	14591.5449	19364.9032	6208.0166	16898.6621	5570.2314	16538.483	20666.7987	14381.1364	5532.906	5025.2744	14914.4774	13751.5059	21705.8576	7853.0528	8414.7848	10711.8387	16149.7201	11124.6558	17727.3263	16521.8885	13610.2577	28049.784	31912.8588	27563.4398	14824.2904	6771.575	11582.8405	19142.3531	19666.4057	15157.6565	6488.3212	21640.7953	15237.7773	23582.7624	23263.6164	20711.9568	20314.9652	20653.4274	4622.6133	7371.2557	27131.3347	5144.8211	14755.6218	3783.8783	8477.934	13107.4023	7487.9984	8699.7779	9645.1742	8093.8854	11330.0857	6867.9515	31250.1366	20499.4891	10002.2061	14151.2255	31742.9868	12946.9079	9640.9921	1443.4415	6925.0484	20139.5305	7286.3781	7055.395	16736.8134	4542.1953	3204.9768	8225.4842	13150.2171	6905.651	14267.1802	3057.9852	14490.1965	33090.0854	8403.7443	9802.3173	6398.6286	9396.2926	22146.1949	6346.8161	4487.16	32233.7843	8905.2491	15056.1094	7907.2352	19355.3364	15535.9006	27703.5881	7375.9115	21004.6708	4990.7089	7764.1018	20418.3558	15354.3408	7016.1965	20819.7612	4473.1198	4958.1137	22846.9129	26738.3789	9700.9931	3255.795	3541.1772	21207.1694	15326.1928	4137.9358	2521.2554	10982.8572	10006.0964	7426.9057	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)
PWY0-321	351.63	7929.0876	16.6956	1728.5198	941.994	3313.9863	36.2391	818.0825	1569.3829	972.7183	230.0231	1277.7158	0.0	48.6054	12706.0141	105.1831	46.9101	1091.5318	37.3679	15.9063	4527.4171	2096.5924	418.9728	6212.165	3193.5663	12640.2502	0.0	411.4139	28526.6659	25766.564	142.6812	1527.8699	12839.8864	108.8751	526.8801	0.0	0.0	0.0	613.9156	0.0	19.2729	91.2251	155.4249	0.0	4242.3532	60.7952	0.0	0.0	612.2798	0.0	782.0811	29627.3823	0.0	15.1934	0.0	896.834	354.6331	86.9771	38.0235	135.7777	11334.8283	91.4481	42.4685	122.9443	0.0	120.8823	265.8053	2037.9321	17.4002	72.1454	1015.0033	1546.7408	17.4736	14030.2607	11.3925	30.4066	219.7721	7119.8587	410.7132	24.9142	1909.9731	0.0	250.3793	14839.7988	21810.576	742.4731	1015.2949	1307.1096	806.9726	3843.2635	3496.2318	33.1955	0.0	26.9295	1984.6157	14507.4423	2278.6834	140.0083	1137.3218	31.9385	644.4847	7203.0265	64.9977	3886.0714	0.0	3309.6238	6719.3917	53.332	33.2624	170.2834	102.8457	274.1128	115.7022	5065.878	71.2153	149.8722	2139.9048	4285.5932	2886.4809	1074.5446	0.0	866.818	2035.4841	1342.5825	20.7393	11228.2391	32.3439	0.0	50.1844	0.0	796.5643	7982.5791	72.3008	107.759	6427.3249	825.6179	2168.2097	889.859	78.4642	22180.7536	75.8682	151.5453	615.75	2043.3156	188.4184	1130.307	9426.1854	1982.5943	29610.4221	41.1559	229.4934	938.5933	486.0653	11296.0828	248.1665	59.724	1606.1726	35.3627	0.0	5713.0217	24823.4914	211.8889	0.0	327.6373	3984.2926	45.9692	76.3985	0.0	0.0	306.5154	1808.907	phenylacetate degradation I (aerobic)
PWY0-41	36.5581	0.0	0.0	78.5383	259.3258	114.3582	0.0	504.9258	63.7522	187.7197	190.7045	194.7965	503.1122	847.5643	865.8401	461.429	194.1589	1159.8756	0.0	446.2296	0.0	1058.7964	18.1256	1739.1209	14.1275	39.6265	19.1859	0.0	4616.4637	3570.5511	318.8539	0.0	3405.7436	64.0277	224.2561	5.291	0.0	61.4478	115.2842	611.3652	59.5176	63.6394	383.2125	0.0	3835.4649	0.0	63.2032	0.0	202.5185	174.4329	559.0389	2165.2737	167.1439	20.0011	5.8443	797.3553	303.4907	95.8697	51.4304	0.0	840.0332	26.416	84.6908	80.4964	0.0	137.2845	668.8138	1848.4298	156.1214	57.7725	57.3305	1168.1792	195.5705	5.6332	0.0	41.8071	71.3448	0.0	38.8836	164.2032	889.0972	560.8484	269.854	4107.1271	20.0205	788.5993	223.8212	427.5765	446.4133	722.7527	166.7316	820.2289	2217.7706	1279.1648	1296.6553	318.4225	2313.6175	114.863	153.0149	0.0	41.2869	6204.9453	13.5988	1969.0919	0.0	0.0	231.8963	0.0	0.0	0.0	80.353	51.9156	90.7644	5627.0244	68.0143	0.0	1036.7137	3534.8941	1212.5973	493.069	102.7502	468.5176	616.5177	0.0	0.0	0.0	0.0	0.0	21.7491	0.0	156.1092	214.0284	55.8402	0.0	4967.7849	16.9947	2454.1275	0.0	0.0	0.0	0.0	78.7141	598.7206	70.6272	0.0	139.9152	1101.2524	1293.1875	0.0	0.0	98.6082	56.2596	433.6007	3583.2003	172.7723	58.3766	198.7201	0.0	0.0	54.714	7398.2811	95.5018	0.0	159.6041	3247.2229	0.0	0.0	22.6211	97.4401	217.6981	16.1928	allantoin degradation IV (anaerobic)
PWY0-42	0.0	50.9352	0.0	406.6111	118.8325	69.9211	0.0	280.8767	499.1202	230.005	0.0	247.1645	9.9486	43.4648	96.2123	15.938	127.583	804.6655	71.097	25.292	266.7608	1033.7936	64.4355	1765.3155	65.7219	5.9993	0.0	115.1289	3.7499	268.3658	55.2133	113.6628	252.4641	75.8064	1172.8363	2.4996	0.0	7.4468	78.9971	35.5724	10.8974	2.493	0.0	3.4884	3514.8729	29.2961	6.0694	0.0	32.9158	10.8087	532.7941	2234.8296	4.9275	2.4869	0.0	703.9452	252.0398	52.7839	36.45	0.0	749.4043	1070.1482	0.0	0.0	9.4152	12.2568	171.9712	1545.9876	0.0	38.6571	27.3042	1140.6349	0.0	106.0928	2.4242	0.0	0.0	0.0	0.0	93.7949	31.7172	0.0	72.7978	277.4894	17.4146	562.439	4.7849	186.876	231.0193	1131.3277	63.938	0.0	1479.3918	1252.671	1164.7599	1360.5198	1682.1227	112.0732	12.7618	0.0	29.6518	6240.4568	7.6536	760.4202	0.0	0.0	131.4866	3.6614	3.6316	0.0	50.4507	75.9708	74.88	5729.048	121.6337	6.1785	1295.6915	3622.6823	1801.0639	1197.4868	0.0	194.8198	935.0354	21.6274	0.0	0.0	0.0	0.0	0.0	12.1759	64.1152	53.6588	39.4139	0.0	5239.4227	3.204	239.1057	0.0	0.0	0.0	0.0	0.0	179.7004	3.748	0.0	141.9485	556.5586	1246.1106	0.0	35.0765	65.7937	35.8747	380.598	39.0935	101.3921	6.155	771.8405	7.2152	0.0	28.9105	99.9016	49.1339	0.0	0.0	3292.883	0.0	0.0	10.5634	21.9897	205.5689	10.899	2-methylcitrate cycle I
PWY0-781	6089.5579	12770.2684	15138.3689	13523.0579	5498.5901	14789.3238	5811.5303	19956.4082	19157.7767	21540.9477	4917.618	12486.3359	4770.9837	24485.0535	21747.8951	5737.1212	15948.7016	19868.6858	697.9873	8229.9116	21595.5182	19472.82	12308.4051	20687.9253	15594.811	25204.2971	9185.9798	28227.2527	34677.8947	36179.8322	8665.4766	10666.1204	25803.022	28976.4165	7672.0455	9908.4865	7552.2975	12172.894	13621.5796	16251.1579	10583.0964	5092.9108	13636.6175	1201.4311	17121.3028	9874.139	13528.9396	8857.6675	25236.9976	20919.6777	21187.5379	33908.4153	13807.6363	4051.4795	7398.1516	16254.8227	15538.7191	11513.2739	7594.2503	9812.9188	24190.7727	11541.4318	19317.6469	18947.7733	4998.9856	12057.0576	26862.6931	27002.0458	19440.6388	7669.6943	6245.258	16037.9318	8095.9366	19680.4081	3233.7463	10034.182	13877.0444	12812.8353	13805.7603	15166.7546	13986.0828	9457.8997	26507.528	30198.541	27936.0251	11300.8925	10666.2431	12637.8473	20966.2218	22420.1303	16744.5588	25879.7796	26145.6684	9992.7093	18054.361	24193.9691	20391.2289	18479.8748	6362.0033	9254.2797	10352.5216	28760.2997	4707.2573	16438.5087	853.5096	11531.3338	18184.9908	7907.3383	10398.9623	3698.2681	13253.0555	15074.6402	2446.8977	32834.433	22463.997	11265.42	16281.362	33101.8847	15672.0229	15589.7108	2922.7385	7751.3226	21269.5558	7985.1536	7749.7155	24960.7549	5181.277	3532.0043	11631.1956	2422.5906	15856.3957	18274.0174	4450.7498	3540.1942	33362.596	6560.6118	10096.6806	7401.1784	8630.6104	24229.9737	6595.5078	3382.4107	33092.9724	17354.3781	15419.5389	8715.4251	24156.2426	14189.5173	32077.608	4452.0307	19336.3023	5567.4119	9222.4377	22513.6007	13028.7613	11316.8443	22386.6056	2873.6266	5238.9315	21370.796	29972.167	14581.3484	9835.8222	4550.8411	22070.4172	2600.8569	2576.9983	3190.5987	17711.1374	12325.724	9061.3458	aspartate superpathway
